"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"000032023";"26000";"Ministério da Educação";"26418";"Instituto Federal de Pernambuco";"158478";"IFPE - CAMPUS BELO JARDIM";"000012024";"12/08/2024";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 03/2023 - ELETRICISTA, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 11/08/2024 A 11/08/2025, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993"
"000022024";"26000";"Ministério da Educação";"26414";"Instituto Federal do Mato Grosso";"158493";"INST.FED.MATO GROSSO/CAMPUS JUINA";"000012024";"18/03/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A CONCESSÃO DE RECOMPOSIÇÃO DE PREÇOS, SOBRE O VALOR DO CONTRATO 02/2022 FIRMADO ENTRE A EMPRESA ALEXANDRE M. DIAS (MERCADO PONTUAL) E O IFMT - CAMPUS JUÍNA, CONFORME PREVISTO NO ART. 124 DA LEI 14.133/2021. SERÁ ADICIONADO O VALOR DE R$ 18.260,00 (DEZOITO MIL, DUZENTOS E SESSENTA REAIS) DECORRENTE DA RECOMPOSIÇÃO DE PREÇOS, DO CONTRATO 02/2024, A RECOMPOSIÇÃO É ATINENTE AO ITEM 41 (ARROZ) DO CONTRATO Nº 02/2024, PASSANDO O ITEM 41 (ARROZ) DO VALOR D"
"000012023";"26000";"Ministério da Educação";"26430";"Instituto Federal do Sertão de Pernambuco";"158499";"INST.FED.SERTAO PERNAMBUCANO/CAMPUS PETROLINA";"000012024";"27/05/2024";"Objetivo: PRORROGAÇÃO DA VIGÊNCIA CONTRATUAL, COM INICIO EM 01/02/2024 E TERMINO EM 01/02/2025"
"000282023";"26000";"Ministério da Educação";"26441";"Universidade Federal do Oeste do Pará";"158515";"UNIVERSIDADE FEDERAL DO OESTE DO PARA";"000012024";"23/10/2024";"Objetivo: ALTERAR O PLANO DE TRABALHO, QUE ENSEJOU NO REMANEJAMENTO DE RUBRICAS PREVISTAS PARA OS CUSTOS COM AS ATIVIDADES O PROJETO 'FOMENTO AO MANEJO FLORESTAL COMUNITÁRIO E A BIOECONOMIA NO OESTE DO PARÁ', DESENVOLVIDO NO ÂMBITO DO INSTITUTO DE CIÊNCIAS DA SOCIEDADE DA UNIVERSIDADE FEDERAL DO OESTE DO PARÁ"
"000012024";"26000";"Ministério da Educação";"26438";"Instituto Federal de Santa Catarina";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"000012024";"14/06/2024";"Objetivo: ESTE TERMO ADITIVO TEM POR OBJETO A PRORROGAÇÃO DO PRAZO DE EXECUÇÃO E VIGÊNCIA DO CONTRATO 001/2024 - CONTRATAÇÃO DE SERVIÇOS COMUNS DE ENGENHARIA PARA REFORMA DO SIASS E LABORATÓRIO DE INFORMÁTICA DO CAMPUS FLORIANÓPOLIS-CONTINENTE DO IFSC, EM FUNÇÃO DAS JUSTIFICATIVAS DO DEPARTAMENTO DE OBRAS E ENGENHARIA ."
"000052024";"26000";"Ministério da Educação";"26438";"Instituto Federal de Santa Catarina";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"000012024";"14/06/2024";"Objetivo: ESTE TERMO ADITIVO TEM POR OBJETO A PRORROGAÇÃO DO PRAZO DE EXECUÇÃO E VIGÊNCIA DO CONTRATO 005/2024 - SERVIÇO DE ADEQUAÇÕES DAS INSTALAÇÕES PLUVIAIS DO CAMPUS JARAGUÁ DO SUL - CENTRO DO IFSC, EM FUNÇÃO DAS JUSTIFICATIVAS DO DEPARTAMENTO DE OBRAS E ENGENHARIA."
"000052024";"26000";"Ministério da Educação";"26438";"Instituto Federal de Santa Catarina";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"000022024";"26/06/2024";"Objetivo: ESTE TERMO ADITIVO TEM POR OBJETO A ADIÇÃO DE VALOR DO CONTRATO CONTRATO 005/2024 - PRORROGAÇÃO DO PRAZO DE EXECUÇÃO E VIGÊNCIA DO CONTRATO 005/2024 - SERVIÇO DE ADEQUAÇÕES DAS INSTALAÇÕES PLUVIAIS DO CAMPUS JARAGUÁ DO SUL - CENTRO DO IFSC."
"000052024";"26000";"Ministério da Educação";"26438";"Instituto Federal de Santa Catarina";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"000032024";"12/07/2024";"Objetivo: ESTE TERMO ADITIVO TEM POR OBJETO A PRORROGAÇÃO DO PRAZO DE EXECUÇÃO E VIGÊNCIA DO CONTRATO 005/2024 - SERVIÇO DE ADEQUAÇÕES DAS INSTALAÇÕES PLUVIAIS DO CAMPUS JARAGUÁ DO SUL - CENTRO DO IFSC, EM FUNÇÃO DAS JUSTIFICATIVAS DO DEPARTAMENTO DE OBRAS E ENGENHARIA."
"000072024";"26000";"Ministério da Educação";"26438";"Instituto Federal de Santa Catarina";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"000012024";"25/06/2024";"Objetivo: ESTE TERMO ADITIVO TEM POR OBJETO A PRORROGAÇÃO DO PRAZO DE EXECUÇÃO E VIGÊNCIA DO CONTRATO 007/2024 - OBRA DE REFORMA E AMPLIAÇÃO PARA ADEQUAÇÃO DA ACESSIBILIDADE NA PORTARIA E ACESSOS GERAIS DO CAMPUS URUPEMA DO IFSC, EM FUNÇÃO DAS JUSTIFICATIVAS DO DEPARTAMENTO DE OBRAS E ENGENHARIA."
"000072024";"26000";"Ministério da Educação";"26438";"Instituto Federal de Santa Catarina";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"000022024";"17/09/2024";"Objetivo: ESTE TERMO ADITIVO TEM POR OBJETO A PRORROGAÇÃO DO PRAZO DE EXECUÇÃO E VIGÊNCIA DO CONTRATO 007/2024 - OBRA DE REFORMA E AMPLIAÇÃO PARA ADEQUAÇÃO DA ACESSIBILIDADE NA PORTARIA E ACESSOS GERAIS DO CAMPUS URUPEMA DO IFSC, EM FUNÇÃO DAS JUSTIFICATIVAS DO DEPARTAMENTO DE OBRAS E ENGENHARIA."
"000122024";"26000";"Ministério da Educação";"26440";"Universidade Federal da Fronteira Sul";"158517";"UNIVERSIDADE FEDERAL DA FRONTEIRA SUL";"000012024";"15/07/2024";"Objetivo: PRORROGAR OS PRAZOS DE VIGÊNCIA E DE EXECUÇÃO, ACRESCENTAR 15,53% E SUPRIMIR 11,13% DO VALOR INICIAL ATUALIZADO DO CONTRATO, ALTERAR A RAZÃO SOCIAL E O ENDEREÇO DA CONTRATADA"
"000132024";"26000";"Ministério da Educação";"26440";"Universidade Federal da Fronteira Sul";"158517";"UNIVERSIDADE FEDERAL DA FRONTEIRA SUL";"000012024";"13/11/2024";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA, O PRAZO DE EXECUÇÃO, ACRESCENTAR 12,23% E SUPRIMIR 0,78% DO VALOR INICIAL ATUALIZADO DO CONTRATO"
"015282024";"26000";"Ministério da Educação";"26439";"Instituto Federal de São Paulo";"158528";"IFSP - CAMPUS PIRACICABA";"000012024";"09/07/2024";"Objetivo: O PRESENTE TERMO DE ADITAMENTO AO CONTRATO Nº 01528/2024 TEM POR OBJETO A RETOMADA DA VIGÊNCIA CONTRATUAL E CONSEQUENTE EXECUÇÃO DE SEU OBJETO A PARTIR DE 24/06/2024, EM CONFORMIDADE COM OS ART. 106 E 107 DA LEI Nº 14.133/2021."
"000462023";"26000";"Ministério da Educação";"26421";"Instituto Federal de Rondônia";"158533";"INST.FED.RONDONIA/CAMPUS CACOAL";"000012024";"01/10/2024";"Objetivo: PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO 46/2023, QUE TEM POR FINALIDADE A PRESTAÇÃO CONTINUADA DE SERVIÇOS DE LIMPEZA, ASSEIO E CONSERVAÇÃO."
"120242024";"26000";"Ministério da Educação";"26403";"Instituto Federal do Amazonas";"158560";"IFAM - CAMPUS PARINTINS";"000012024";"24/04/2024";"Objetivo: ALTERAR O ITEM 1.3 OBJETO DA CONTRATAÇÃO DA CLÁUSULA PRIMEIRA DO OBJETO , EM FUNÇÃO DO EQUÍVOCO NA QUANTIDADE DE POSTOS. COM A RESPECTIVA ALTERAÇÃO DO ITEM 1.3 OBJETO DA CONTRATAÇÃO, DA CLAUSULA PRIMEIRA - DO OBJETO, ONDE SE LÊ : 'QUANTIDADE DE POSTOS - 8', LEIA-SE 'QUANTIDADE DE POSTOS - 9'."
"000022024";"26000";"Ministério da Educação";"26442";"Universidade da Integração Internacional da";"158565";"UNIV.DA INTEG.INTERN.DA LUSOF.AFRO-BRASILEIRA";"000012024";"04/10/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DO CONTRATO Nº 2/2024 POR MAIS 12 MESES, A PARTIR DE 16/01/2025 ATÉ 16/01/2026, PODENDO SER PRORROGADO SUCESSIVAMENTE, RESPEITADA A VIGÊNCIA MÁXIMA DECENAL, NA FORMA DO ARTIGO 107 DA LEI Nº 14.133, DE 2021."
"035662024";"26000";"Ministério da Educação";"26439";"Instituto Federal de São Paulo";"158566";"IFSP - CAMPUS SUZANO";"000012024";"18/11/2024";"Objetivo: ACRÉSCIMO DE VALOR DO CONTRATO."
"035662024";"26000";"Ministério da Educação";"26439";"Instituto Federal de São Paulo";"158566";"IFSP - CAMPUS SUZANO";"000022024";"18/11/2024";"Objetivo: REAJUSTE DO VALOR DO CONTRATO PARA POSSIBILIDADE DE EMPENHO"
"001412023";"26000";"Ministério da Educação";"26429";"Instituto Federal de Educação, Ciência e T";"158610";"INST.FED.DE GOIAS/CAMPUS APARECIDA DE GOIANIA";"000012023";"08/01/2024";"Objetivo: ACRÉSCIMO NO PERCENTUAL DE 25% (DVINTE E CINCO POR CENTO), NO VALOR DE R$ 24.193,62 (VINTE E QUATRO MIL CENTO E NOVENTA E TRÊS REAIS E SESSENTA E DOIS CENTAVOS) SOBRE O VALOR GLOBAL DO CONTRATO, TOTALIZANDO O VALOR DE R$120.968,11 (CENTO E VINTE MIL NOVECENTOS E SESSENTA E OITO REAIS E ONZE CENTAVOS)"
"000442023";"26000";"Ministério da Educação";"26267";"Universidade Federal da Integração Latino-A";"158658";"UNIV. FEDERAL DA INTEGRACAO-LATINO-AMERICANA";"000012024";"13/03/2024";"Objetivo: RETIFICAÇÃO NA REDAÇÃO DOS VALORES UNITÁRIOS CONSTANTES NO ITEM 1.2 DO CONTRATO Nº 44/2023"
"000582023";"26000";"Ministério da Educação";"26267";"Universidade Federal da Integração Latino-A";"158658";"UNIV. FEDERAL DA INTEGRACAO-LATINO-AMERICANA";"000232024";"08/10/2024";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 58/2023, POR MAIS 60 (SESSENTA) DIAS, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 08/10/2024 A 07/12/2024, NOS TERMOS DO ART. 6º, INCISO XVII, ART. 111 E ALTERAR A NATUREZA JURÍDICA DA CONTRATADA DE EMPRESÁRIO INDIVIDUAL CARLOS ALEXANDRE DE SOUZA PANTALEÃO PARA SOCIEDADE EMPRESÁRIA DE RESPONSABILIDADE LIMITADA UNIPESSOAL CROSSOVER ENGENHARIA LTDA."
"000322023";"26000";"Ministério da Educação";"26447";"Universidade Federal do Oeste da Bahia";"158717";"UNIVERSIDADE FEDERAL DO OESTE DA BAHIA - UFOB";"000012024";"25/07/2024";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO NO 32/2023, POR 90 (NOVENTA) DIAS, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 23/01/2025 A 23/04/2025, NOS TERMOS DO ART. 57, §1O, DA LEI NO 8.666, DE 1993; PRORROGAR O PRAZO DA EXECUÇÃO DO CONTRATO NO 32/2023, POR 90 (NOVENTA) DIAS, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 12/07/2024 A 10/10/2024, NOS TERMOS DO ART. 57, §1O, DA LEI NO 8.666, DE 1993;"
"000322023";"26000";"Ministério da Educação";"26447";"Universidade Federal do Oeste da Bahia";"158717";"UNIVERSIDADE FEDERAL DO OESTE DA BAHIA - UFOB";"000022024";"07/11/2024";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 32/2023, POR 60 (SESSENTA) DIAS, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 24/04/2025 A 22/06/2025, NOS TERMOS DO ART. 57, §1º, DA LEI Nº 8.666, DE 1993; E, PRORROGAR O PRAZO DA EXECUÇÃO DO CONTRATO Nº 32/2023, POR 60 (SESSENTA) DIAS, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 11/10/2024 A 09/12/2024, NOS TERMOS DO ART. 57, §1º, DA LEI Nº 8.666, DE 1993;"
"000062021";"26000";"Ministério da Educação";"26450";"Universidade Federal do Sul da Bahia";"158720";"UNIVERSIDADE FEDERAL DO SUL DA BAHIA";"000012023";"06/12/2023";"Objetivo: PRIMEIRO TERMO ADITIVO AO CONTRATO Nº 06/2021, VISANDO À PRORROGAÇÃO DO PRAZO DE VIGÊNCIA E A PROMOVER O REAJUSTE DE PREÇOS"
"017502024";"26000";"Ministério da Educação";"26439";"Instituto Federal de São Paulo";"158750";"IFSP - CAMPUS SAO PAULO PIRITUBA";"000012024";"16/09/2024";"Objetivo: ACRÉSCIMO QUANTITATIVO DE VALOR DO ITEM 1, CONSISTENTE EM REEQUILÍBRIO ECONÔMICO FINANCEIRO, DEVIDO A ADICIONAL DE PERICULOSIDADE PARA POSTO DE OFICIAL DE MANUTENÇÃO, O QUE EQUIVALE A 5,79 % DO VALOR INICIAL ATUALIZADO DO CONTRATO Nº 01.750/2024, COM FUNDAMENTO NO ART. 124 INCISO II, ALÍNEA D DA LEI 14.133/21."
"000122023";"26000";"Ministério da Educação";"26414";"Instituto Federal do Mato Grosso";"158950";"INST.FED.MATO GROSSO/CAMPUS SORRISO";"000032024";"15/03/2024";"Objetivo: ACRÉSCIMO R$ 1.226,13 (HUM MIL E DUZENTOS E VINTE E SEIS REAIS E TREZE CENTAVOS) CONSISTENTE EM AUMENTAR O VALOR MENSAL DO CONTRATO, O QUE EQUIVALE A 12,2% DO VALOR INICIAL ATUALIZADO DO CONTRATO NO 12/2023, COM FUNDAMENTO NO ART. 125, DA LEI 14.133/21."
"000012024";"26000";"Ministério da Educação";"26405";"Instituto Federal do Ceará";"158965";"CAMPUS ITAPIPOCA/IFCE";"000062024";"10/10/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A SUB-ROGAÇÃO DO CONTRATO Nº 01/2024 DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ - CAMPUS DE ACARAÚ PARA O INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO CEARÁ - CAMPUS DE ITAPIPOCA."
"000072024";"26000";"Ministério da Educação";"26405";"Instituto Federal do Ceará";"158966";"CAMPUS PARACURU/IFCE";"000012024";"26/04/2024";"Objetivo: RETIFICAR A CLÁUSULA 7 ª DO CONTRATO Nº 07/2024 COM A INSERÇÃO DOS TRECHOS RELATIVOS AO DIREITO DO PEDIDO DE REPACTUAÇÃO DOS PREÇOS CONTRATADOS PARA MANUTENÇÃO DO EQUILÍBRIO ECONÔMICO-FINANCEIRO"
"000012024";"26000";"Ministério da Educação";"26405";"Instituto Federal do Ceará";"158968";"CAMPUS BOA VIAGEM/IFCE";"000012024";"29/07/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR FINALIDADE PRORROGAR O PRAZO DE EXECUÇÃO DO CONTRATO Nº 01/2024 COM BASE NO INCISO II DO § 1º DO ART. 57 DA LEI 8.666/93 O CONTRATO Nº 01/2024 TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA DE CONSTRUÇÃO DE ACESSO DA QUADRA POLIESPORTIVA E DO MURO DO IFCE CAMPUS BOA VIAGEM, QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO PROJETO BÁSICO E DEMAIS DOCUMENTOS TÉCNICOS QUE SE ENCONTRAM ANEXOS AO INSTRUMENTO CONVOCATÓRIO DO CERTAME QUE DEU "
"100022024";"26000";"Ministério da Educação";"26414";"Instituto Federal do Mato Grosso";"158972";"INST.FED.MATO GROSSO/CAMPUS ALTA FLORESTA";"000012024";"04/09/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO ALTERAR AS CLÁUSULAS SEGUNDA DO CONTRATO Nº 02/2024, SENDO A CLÁUSULA SEGUNDA COM FUNDAMENTO NO ART. 57, DA LEI N. 8666/93, BEM COMO NOS DOCUMENTOS E PARECERES JUNTADOS NOS AUTOS, ADICIONANDO 90 (NOVENTA) DIAS AOS ATUAIS PRAZOS DE EXECUÇÃO E VIGÊNCIA. COM A PRESENTE ALTERAÇÃO, O CONTRATO N.º 02/2024 PASSA A TER A SUA EXECUÇÃO PREVISTA ATÉ O DIA 02.11.2024 E A SUA VIGÊNCIA PREVISTA ATÉ 30.04.2025."
"000012024";"26000";"Ministério da Educação";"26405";"Instituto Federal do Ceará";"158973";"CAMPUS MARANGUAPE/IFCE";"000082024";"05/06/2024";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 01/2024, POR 30 (TRINTA) DIAS, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 06/08/2024 A 05/09/2024, NOS TERMOS DO ART. 57, (II OU IV), DA LEI N.º 8.666, DE 1993. PRORROGAR O PRAZO DE EXECUÇÃO DO OBJETO CONTRATUAL 01/2024, COM FUNDAMENTO NO ARTIGO 57, §1º, DA LEI N.º 8.666, DE 21 DE JUNHO DE 1993, POR MAIS 30 (TRINTA) DIAS CORRIDOS, COM INÍCIO EM 10/05/2024, ENCERRANDO-SE EM 09/06/2024 E SEGUINDO O CRONOGRAMA FÍSICO-FINANCEIRO DESTE ADITIVO. ACRE"
"000022024";"26000";"Ministério da Educação";"26405";"Instituto Federal do Ceará";"158973";"CAMPUS MARANGUAPE/IFCE";"000092024";"05/06/2024";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 02/2024, POR 30 (TRINTA) DIAS, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 07/06/2024 A 07/07/2024, NOS TERMOS DO ART. 57, (II OU IV), DA LEI N.º 8.666, DE 1993. PRORROGAR O PRAZO DE EXECUÇÃO DO OBJETO CONTRATUAL, COM FUNDAMENTO NO ARTIGO 57, §1º, DA LEI N.º 8.666, DE 21 DE JUNHO DE 1993, POR MAIS 30 (TRINTA) DIAS CORRIDOS, COM INÍCIO EM 03/05/2024 E ENCERRANDO-SE EM 02/06/2024 E SEGUINDO O CRONOGRAMA ADIANTE (SEI Nº 6135417). ACRESCENTAR 4,51% "
"000262023";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160001";"7º BATALHAO DE ENGENHARIA DE CONSTRUCAO";"000012024";"31/10/2024";"Objetivo: SERVIÇO DE AGENCIAMENTO DE PASSAGEM AÉREA"
"000732023";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160004";"59 BATALHAO DE INFANTARIA MOTORIZADO";"000012024";"";"Objetivo: AJUSTE DOS VALORES QUANTITATIVOS E VALORES UNITÁRIOS, SEM ALTERAÇÃO DO VALOR GLOBAL DO CONTRATO (ADEQUAÇÃO PARA EMPENHO)"
"000742023";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160004";"59 BATALHAO DE INFANTARIA MOTORIZADO";"000012024";"";"Objetivo: AJUSTE DOS VALORES QUANTITATIVOS E VALORES UNITÁRIOS, SEM ALTERAÇÃO DO VALOR GLOBAL DO CONTRATO (ADEQUAÇÃO PARA EMPENHO)"
"000402023";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160007";"4 BATALHAO DE AVIACAO DO EXERCITO";"000012024";"16/04/2024";"Objetivo: 26654 - OUTSOURCING DE IMPRESSÃO - PÁGINAS A4 - MONOCROMÁTICO - EXCEDENTE A FRANQUIA SEM PAPEL"
"000022024";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160017";"COMISSAO REGIONAL DE OBRAS/12";"000012024";"08/10/2024";"Objetivo: ACRESCENTAR + 11,93%, EQUIVALENTE A R$ 249.930,36 (DUZENTOS E QUARENTA E NOVE MIL, NOVECENTOS E TRINTA REAIS E TRINTA E SEIS CENTAVOS), NOS MOLDES DO ART. 65, INCISO I, E §§ 1 E 2º, DA LEI Nº 8.666/1993; E CONFORME AS DEVIDAS JUSTIFICATIVAS, ANEXA AO PROCESSO."
"000032024";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160017";"COMISSAO REGIONAL DE OBRAS/12";"000012024";"19/11/2024";"Objetivo: 1PRORROGAR O PRAZO DE VIGÊNCIA DO OBJETO CONTRATUAL POR MAIS 180 (CENTO E OITENTA) DIAS CORRIDOS, COM FUNDAMENTO NO §1º, DO ARTIGO 57 DA LEI N.º 8.666, DE 21 DE JUNHO DE 1993, INICIANDO-SE EM 19 DE NOVEMBRO DE 2024, ENCERRANDO-SE EM 18 DE MAIO DE 2025, E SEGUINDO A JUSTIFICATIVA TÉCNICA PARA ADITIVO."
"000442023";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160021";"PARQUE REGIONAL DE MANUTENCAO/12";"000012024";"04/06/2024";"Objetivo: SOLICITO A POSSIBILIDADE DE ADIÇÃO DE 2 (DUAS) LINHAS TELEFÔNICAS NO CONTRATO 44/2023, VIGENTE ATÉ 24 NOV 24, DECORRENTE DO PREGÃO ELETRÔNICO Nº 04/2023, UASG 160352 - COMANDO DE FRONTEIRA RORAIMA/7° BATALHÃO DE INFANTARIA DE SELVA, PARA PRESTAÇÃO DE SERVIÇO DE TELEFONIA MÓVEL, COMPREENDENDO: CHIP AVULSO, SERVIÇO DE TELEFONIA MÓVEL COM FRANQUIA DE VOZ ILIMITADA PARA FIXO E MÓVEL NACIONAL DE QUALQUER OPERADORA, ACESSO À INTERNET POR MEIO DE TECNOLOGIA 4G OU SUPERIOR COM NO MÍNIMO 5 GB "
"000452023";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160021";"PARQUE REGIONAL DE MANUTENCAO/12";"000012024";"25/11/2024";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO, PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO ORIGINÁRIO POR MAIS UM PERÍODO DE 12 MESES, COM INÍCIO EM 24/11/2024 E TÉRMINO EM 24/11/2025 POR TÉRMINO DO CONTRATO 45/2023 VIGENTE ATÉ 24NOV24, DECORRENTE DA LICITAÇÃO Nº 12/2023, UASG 160021 - SOB RESPONSABILIDADE DO PARQUE REGIONAL DE MANUTENÇÃO DA 12ª REGIÃO MILITAR"
"000192023";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160038";"6º DEPOSITO DE SUPRIMENTO";"000092024";"20/03/2024";"Objetivo: TERMO ADITIVO DE ACRÉSCIMO PARA REPARAÇÃO DA SPFC."
"000012024";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160050";"HOSPITAL GERAL DE FORTALEZA";"000012024";"04/11/2024";"Objetivo: PRORROGAÇÃO, COM REAJUSTE, DA CONTRATAÇÃO DO SERVIÇO COMUM CONTINUADO, SEM DEDICAÇÃO DE MÃO DE OBRA EXCLUSIVA DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM ELEVADORES DA MARCA THYSSENKRUPP, COM FORNECIMENTO DE PEÇAS E ACESSÓRIOS, PARA ATENDER ÀS NECESSIDADES DO HOSPITAL GERAL DE FORTALEZA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA."
"000082023";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160050";"HOSPITAL GERAL DE FORTALEZA";"000012023";"24/08/2023";"Objetivo: ALTERAÇÃO DA DA VIGÊNCIA DO CONTRATO PARA 150 (CENTO E CINQUENTA) DIAS E PRAZO DE EXECUÇÃO PARA 60 (SESSENTA) DIAS."
"000082023";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160050";"HOSPITAL GERAL DE FORTALEZA";"000022024";"26/01/2024";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇO DE RECUPERAÇÃO ESTRUTURAL - ENTRADA DO SAGUÃO PRINCIPAL DO HOSPITAL GERAL DE FORTALEZA - HGEF, NAS CONDIÇÕES ESTABELECIDAS NO PROJETO BÁSICO E SEUS ANEXOS. PRORROGAÇÃO DO PRAZO PARA ATESTE DE CONCLUSÃO DAS OBRAS."
"000082023";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160050";"HOSPITAL GERAL DE FORTALEZA";"000032024";"11/03/2024";"Objetivo: A PRESENTE CONTRATAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE SERVIÇO DE RECUPERAÇÃO ESTRUTURAL - ENTRADA DO SAGUÃO PRINCIPAL DO HOSPITAL GERAL DE FORTALEZA - HGEF. ACRÉSCIMO DE R$ 1.125,56 (MIL CENTO E VINTE E CINCO REAIS E CINQUENTA E SEIS CENTAVOS), O QUE EQUIVALE A 2,75% (DOIS VIRGULA SETENTA E CINCO POR CENTO) DO VALOR INICIAL ATUALIZADO DO CONTRATO Nº 08/2023 E SUPRESSÃO DE R$ 12.153,00 (DOZE MIL CENTO E CINQUENTA E TRÊS REAIS), O QUE EQUIVALE A -29,64% (MENOS VINTE E NOVE VIRGULA SESSENTA E"
"000082023";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160050";"HOSPITAL GERAL DE FORTALEZA";"000042024";"23/05/2024";"Objetivo: SERVIÇO DE RECUPERAÇÃO ESTRUTURAL - ENTRADA DO SAGUÃO PRINCIPAL DO HOSPITAL GERAL DE FORTALEZA - HGEF"
"000082023";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160050";"HOSPITAL GERAL DE FORTALEZA";"000052024";"05/07/2024";"Objetivo: CONTRATAÇÃO DE SERVIÇO DE RECUPERAÇÃO ESTRUTURAL - ENTRADA DO SAGUÃO PRINCIPAL DO HOSPITAL GERAL DE FORTALEZA - HGEF"
"000082023";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160050";"HOSPITAL GERAL DE FORTALEZA";"000062024";"20/09/2024";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É A PRORROGAÇÃO DO CONTRATO DE SERVIÇO DE RECUPERAÇÃO ESTRUTURAL - ENTRADA DO SAGUÃO PRINCIPAL DO HOSPITAL GERAL DE FORTALEZA - HGEF, NAS CONDIÇÕES ESTABELECIDAS NO PROJETO BÁSICO E SEUS ANEXOS."
"000012022";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160058";"32 GRUPO DE ARTILHARIA DE CAMPANHA";"000012022";"28/09/2022";"Objetivo: ADITIVAR A VIGÊNCIA DO CONTRATO DE ADEQUAÇÃO ELÉTRICA DA 1ª BIA"
"000012022";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160058";"32 GRUPO DE ARTILHARIA DE CAMPANHA";"000022022";"19/01/2024";"Objetivo: ADEQUAÇÃO ELÉTRICA DA 1ª BATERIA DE OBUSES"
