"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"ENDOSCOPIA DIGESTIVA CIRÚRGICA - PASSAGEM DE SONDA POR ENDOSCOPIA";"ENDOSCOPIA DIGESTIVA CIRÚRGICA - PASSAGEM DE SONDA POR ENDOSCOPIA";"1";"2500,00"
"26443";"Empresa Brasileira de Serviços Hospitalares";"155911";"HOSPITAL UNIVERSITARIO GAFFREE E GUINLE";"000242023";"1559110501076202300001";"OUTROS SERVIÇOS PARA A INFRAESTRUTURA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC)";"SOLUÇÃO PARA CIRCUITO FECHADO DE TV (CFTV), POR IP, POE.";"1";"346063,38"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"OFTALMOLOGIA / DIAGNOSE - CAMPIMETRIA COMPUTADORIZADA";"OFTALMOLOGIA / DIAGNOSE - CAMPIMETRIA COMPUTADORIZADA";"1";"1000,00"
"26412";"Instituto Federal do Sul de Minas Gerais";"158303";"IFSULDEMINAS - CAMPUS MUZAMBINHO";"000242023";"1583030600628202300001";"AUDITORIA EM ÁREA CONTÁBIL";"AUDITORIA EM ÁREA CONTÁBIL";"1";"1000,00"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100002";"CARDIOLOGIA - ECODOPPLER DE CARÓTIDAS";"CARDIOLOGIA - ECODOPPLER DE CARÓTIDAS";"1";"2000,00"
"26412";"Instituto Federal do Sul de Minas Gerais";"158303";"IFSULDEMINAS - CAMPUS MUZAMBINHO";"000242023";"1583030600628202300002";"AUDITORIA EM ÁREA CONTÁBIL";"AUDITORIA EM ÁREA CONTÁBIL";"12";"120,00"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"CARDIOLOGIA - ELETROCARDIOGRAFIA DINÂMICA SISTEMA HOLTER";"CARDIOLOGIA - ELETROCARDIOGRAFIA DINÂMICA SISTEMA HOLTER";"1";"2000,00"
"22000";"Ministério da Agricultura e Pecuária - Unid";"130074";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/RS";"000242023";"1300740500007202300069";"PANO PRATO";"PANO PRATO";"150";"2,20"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"ALERGOLOGIA - PROVAS IMUNO-ALERGICAS BACTERIANAS";"ALERGOLOGIA - PROVAS IMUNO-ALERGICAS BACTERIANAS";"1";"1000,00"
"22000";"Ministério da Agricultura e Pecuária - Unid";"130074";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/RS";"000242023";"1300740500007202300030";"SACO PLÁSTICO LIXO";"SACO PLÁSTICO LIXO";"80";"8,50"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"DERMATOLOGIA CLÍNICO / CIRÚRGICA - DIAGNOSE";"DERMATOLOGIA CLÍNICO / CIRÚRGICA - DIAGNOSE";"1";"1000,00"
"22000";"Ministério da Agricultura e Pecuária - Unid";"130074";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/RS";"000242023";"1300740500007202300026";"SACO PLÁSTICO LIXO";"SACO PLÁSTICO LIXO";"50";"11,20"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"EXAME ULTRA - SONOGRÁFICO";"EXAME ULTRA - SONOGRÁFICO";"1";"10000,00"
"22000";"Ministério da Agricultura e Pecuária - Unid";"130074";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/RS";"000242023";"1300740500007202300009";"FLANELA";"FLANELA";"15";"1,10"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100002";"OFTALMOLOGIA / DIAGNOSE - CAMPIMETRIA COMPUTADORIZADA";"OFTALMOLOGIA / DIAGNOSE - CAMPIMETRIA COMPUTADORIZADA";"1";"1000,00"
"22000";"Ministério da Agricultura e Pecuária - Unid";"130074";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/RS";"000242023";"1300740500007202300014";"PANO LIMPEZA";"PANO LIMPEZA";"200";"2,20"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"ALERGOLOGIA - PROVAS DE PROVOCACAO";"ALERGOLOGIA - PROVAS DE PROVOCACAO";"1";"1000,00"
"22000";"Ministério da Agricultura e Pecuária - Unid";"130074";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/RS";"000242023";"1300740500007202300048";"COPO DESCARTÁVEL";"COPO DESCARTÁVEL";"334";"3,40"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"CARDIOLOGIA - MONITORIZAÇÃO DE PRESSÃO ARTERIAL";"CARDIOLOGIA - MONITORIZAÇÃO DE PRESSÃO ARTERIAL";"1";"1000,00"
"29214";"Companhia Brasileira de Trens Urbanos";"275068";"CIA BRASILEIRA DE TRENS URBANOS-ADM.CENTRAL";"242023";"0";"Não se aplica";"Não se aplica";"1";"411798,60"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100002";"DERMATOLOGIA CLÍNICO / CIRÚRGICA - DIAGNOSE";"DERMATOLOGIA CLÍNICO / CIRÚRGICA - DIAGNOSE";"1";"1000,00"
"52121";"Comando do Exército";"160454";"28º BATALHAO DE CACADORES";"000242023";"1604540500008202300001";"CONCESSÃO USO - ÁREA / IMÓVEL PÚBLICO";"CONCESSÃO USO - ÁREA / IMÓVEL PÚBLICO";"1";"321,93"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"ELETRONEUROMIOGRAFIA";"ELETRONEUROMIOGRAFIA";"1";"6000,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170214";"SUPERINTENDENCIA REG. ADM. DO MGI - PARA";"000242023";"1702140600013202300001";"ASSINATURA DE JORNAIS E PERIÓDICOS / ACERVO BIBLIOGRÁFICO - COM ACESSO-ON-LINE";"PRESTAÇÃO DE SERVIÇOS DE SISTEMA DE PESQUISA DE PREÇOS - CESSÃO TEMPORÁRIA DEDIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE POR UM ANO, PARA ATENDER A SUPERINTENDÊNCIA REGIONAL DE ADMINISTRAÇÃO NO ESTADO DO PARÁ.";"1";"5380,00"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100002";"RADIODIANÓSTICO -  MAMOGRAFIA";"RADIODIANÓSTICO -  MAMOGRAFIA";"1";"1000,00"
"36201";"Fundação Oswaldo Cruz";"254488";"CASA DE OSWALDO CRUZ";"000242023";"2544880500007202300001";"SERVIÇO ENGENHARIA";"SERVIÇO ENGENHARIA";"1";"199000,00"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"EXAME POR TOMOGRAFIA COMPUTADORIZADA";"EXAME POR TOMOGRAFIA COMPUTADORIZADA";"1";"10000,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300024";"CONDULETE";"CONDULETE, MATERIAL ALUMÍNIO, TIPO 'X', BITOLA 1/2 POL, CARACTERÍSTICAS ADICIONAIS MULTIUSO";"100";"5,83"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100002";"CARDIOLOGIA - ELETROCARDIOGRAFIA DINÂMICA SISTEMA HOLTER";"CARDIOLOGIA - ELETROCARDIOGRAFIA DINÂMICA SISTEMA HOLTER";"1";"2000,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300004";"FONTE ALIMENTAÇÃO";"FONTE ALIMENTAÇÃO, POTÊNCIA 12 W, CORRENTE ALIMENTAÇÃO 110/220 V, QUANTIDADE CONEXÃO ALIMENTAÇÃO 1, COMPATIBILIDADE FECHADURA ELETROMAGNÉTICA, TENSÃO ALIMENTAÇÃO 110/ 220 V, TENSÃO SAÍDA 110/220 V, CORRENTE SAÍDA 800 A, CONSUMO ENERGIA 0,4 KVA";"5";"208,39"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100002";"EXAME FISIÁTRICO - POTENCIAL EVOCADO VISUAL";"EXAME FISIÁTRICO - POTENCIAL EVOCADO VISUAL";"1";"1000,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300066";"PATCH PANEL";"PATCH PANEL, PADRÃO 19 POL, CATEGORIA 6, PORTAS 24 UN, TIPO PORTAS RJ-45, APLICAÇÃO REDE DE INFORMÁTICA, NORMA PADRÃO EIA 569, ALTURA 1U, INSTALAÇÃO RACK 19 POLEGADAS";"30";"656,22"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"ALERGOLOGIA - TESTES CUTÂNEOS DE LEITURA IMEDIATA";"ALERGOLOGIA - TESTES CUTÂNEOS DE LEITURA IMEDIATA";"1";"1000,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300036";"CABO ELÉTRICO FLEXÍVEL";"CABO ELÉTRICO FLEXÍVEL, MATERIAL COBRE ELETROLÍTICO, REVESTIMENTO PVC- CLORETO DE POLIVINILA, TEMPERATURA 70 °C, TENSÃO ISOLAMENTO 750 V, COR VERDE, SEÇÃO NOMINAL CONDUTOR 4 MM2, BITOLA CONDUTOR 4 MM2, QUANTIDADE FIOS 1";"200";"3,16"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"ELETROENCEFALOGRAMA EM VIGÍLIA (SEM FOTO ESTIMULAÇÃO)";"ELETROENCEFALOGRAMA EM VIGÍLIA (SEM FOTO ESTIMULAÇÃO)";"1";"1000,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300031";"CABO ELÉTRICO FLEXÍVEL";"CABO ELÉTRICO FLEXÍVEL, MATERIAL COBRE ELETROLÍTICO, REVESTIMENTO PVC- CLORETO DE POLIVINILA, TEMPERATURA 70 °C, TENSÃO ISOLAMENTO 750 V, COR VERMELHA, SEÇÃO NOMINAL CONDUTOR 2,5 MM2, BITOLA CONDUTOR 2,5 MM2, QUANTIDADE FIOS 1";"500";"1,93"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100002";"CARDIOLOGIA - TESTE ERGOMÉTRICO (TE) EM BICICLETA OU EM ES-TEIRA";"CARDIOLOGIA - TESTE ERGOMÉTRICO (TE) EM BICICLETA OU EM ES-TEIRA";"1";"1000,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300115";"PAINEL CONTROLE ELÉTRICO";"PAINEL CONTROLE ELÉTRICO, APLICAÇÃO INSTALAÇÃO ELÉTRICA";"20";"342,68"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"OFTALMOLOGIA - DIAGNOSE";"OFTALMOLOGIA - DIAGNOSE";"1";"1000,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300091";"LUMINÁRIA";"LUMINÁRIA, MATERIAL CORPO ALUMÍNIO, TIPO LÂMPADA LED";"10";"22,43"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100002";"ENDOSCOPIA DIGESTIVA CIRÚRGICA - PASSAGEM DE SONDA POR ENDOSCOPIA";"ENDOSCOPIA DIGESTIVA CIRÚRGICA - PASSAGEM DE SONDA POR ENDOSCOPIA";"1";"2500,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300060";"CONECTOR CABO PAR TRANÇADO";"CONECTOR CABO PAR TRANÇADO, TIPO FÊMEA, MODELO RJ45, CATEGORIA 6, APLICAÇÃO INSTALAÇÃO PONTO DE REDE";"200";"31,91"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"RADIOGRAFIA OBTIDA ATRAVÉS DE RAIOS GAMA";"RADIOGRAFIA OBTIDA ATRAVÉS DE RAIOS GAMA";"1";"1000,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300111";"TERMINAL ELÉTRICO";"TERMINAL ELÉTRICO, MATERIAL COBRE ELETROLÍTICO, TIPO ISOLADO, REVESTIMENTO ESTANHADO, BITOLA CONDUTOR 1,5-2,5 MM2, FIXAÇÃO POR COMPRESSÃO, LINGUETA PINO, MATERIAL ISOLAMENTO PVC, COR AZUL";"2";"23,39"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"CONSULTA MÉDICA - GINECOLOGIA / OBSTETRICIA";"CONSULTA MÉDICA - GINECOLOGIA / OBSTETRICIA";"1";"5000,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300110";"PROTETOR CONTRA SURTO DE TENSÃO";"PROTETOR CONTRA SURTO DE TENSÃO, TENSÃO NOMINAL 275 V, FIXAÇÃO EM TRILHO DIN, TIPO VARISTOR DE ÓXIDO DE ZINCO, CORRENTE NOMINAL DESCARGA EM 8/20 MICROSSEGUNDOS 20 KA, MÁXIMA CORRENTE DE DESCARGA EM 8/20 MICROSSEGUNDOS 45 KA , NÚMERO DE PÓLOS MONOPOLAR";"20";"42,39"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100001";"EXAME FISIÁTRICO - POTENCIAL EVOCADO VISUAL";"EXAME FISIÁTRICO - POTENCIAL EVOCADO VISUAL";"1";"1000,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300069";"CANALETA";"CANALETA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO COM TAMPA, COR CINZA, LARGURA 50 MM, ALTURA 20 MM, COMPRIMENTO 2,00 M, CARACTERÍSTICAS ADICIONAIS PARA PISO, COM TRÊS DIVISÕES, TIPO DP3, REFERÊNCIA SISTEMA 'X', APLICAÇÃO INSTALAÇÃO ELÉTRICA";"50";"44,83"
"52131";"Comando da Marinha";"762300";"COLEGIO NAVAL";"000242023";"7623000702390202100003";"ENDOSCOPIA DIGESTIVA CIRÚRGICA - PASSAGEM DE SONDA POR ENDOSCOPIA";"ENDOSCOPIA DIGESTIVA CIRÚRGICA - PASSAGEM DE SONDA POR ENDOSCOPIA";"1";"2500,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300090";"LÂMPADA LED";"LÂMPADA LED, MODELO ULTRA LED, TENSÃO NOMINAL BIVOLT, POTÊNCIA NOMINAL 12 W, TIPO BASE E-27, COR LUZ BRANCO FRIO, APLICAÇÃO AMBIENTE INTERNO, TIPO BULBO A60";"50";"13,29"
"20412";"Fundação Nacional de Artes";"403201";"FUNDACAO NACIONAL DE ARTES";"000242023";"4032010690030202300001";"SERVIÇO ENGENHARIA";"SERVIÇO CONTINUADO DE INSTALAÇÃO E MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS DE AR CONDICIONADO, CENTRAL, SPLIT E JANELA, DOS CONDICIONADORES DE AR INSTALADOS NOS ESPAÇOS CULTURAIS E DEMAIS UNIDADES DA FUNDAÇÃO NACIONAL DE ARTES, LOCALIZADAS NO ESTADO DO RIO DE JANEIRO, INCLUINDO MATERIAIS DE LIMPEZA, FORNECIMENTO E REPOSIÇÃO DE PEÇAS E ACESSÓRIOS, NAS QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS EM INSTRUMENTO PRÓPRIO.";"1";"96000,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300037";"CABO ELÉTRICO FLEXÍVEL";"CABO ELÉTRICO FLEXÍVEL, MATERIAL COBRE ELETROLÍTICO, REVESTIMENTO PVC- CLORETO DE POLIVINILA, TEMPERATURA 70 °C, TENSÃO ISOLAMENTO 750 V, COR PRETA, SEÇÃO NOMINAL CONDUTOR 6 MM2, BITOLA CONDUTOR 6 MM2, QUANTIDADE FIOS 1";"100";"4,77"
"52121";"Comando do Exército";"160555";"ESCRITORIO AVANCADO OP C PIPA DA 10ª RM";"000242023";"1605550790008202300202";"FORNECIMENTO / TRANSPORTE DE ÁGUA - CARRO PIPA";"FORNECIMENTO / TRANSPORTE DE ÁGUA - CARRO PIPA";"99";"160,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300079";"FITA ADESIVA";"FITA ADESIVA, MATERIAL ESPUMA POLIETILENO, TIPO DUPLA FACE, LARGURA 25 MM, COMPRIMENTO 20 M, ESPESSURA 2 MM, CARACTERÍSTICAS ADICIONAIS ALTA RESISTÊNCIA A VARIAÇÕES CLIMÁTICAS";"4";"94,37"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300105";"DISJUNTOR BAIXA TENSÃO";"DISJUNTOR BAIXA TENSÃO, NÚMERO PÓLOS 1, CORRENTE NOMINAL 10 A, TIPO MINI, TENSÃO NOMINAL 127/220 V";"20";"9,63"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300067";"PARAFUSO COM PORCA";"PARAFUSO COM PORCA, MATERIAL METAL ZINCADO, TIPO CABEÇA PANELA, TIPO FENDA RETA, DIÂMETRO 5 MM, COMPRIMENTO 15 MM, CARACTERÍSTICAS ADICIONAIS ARRUELA LISA/PORTA GAIOLA/ PADRÃO M5, TIPO ROSCA TOTAL";"200";"1,64"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300005";"CONJUNTO CONTROLE ACESSO ÁREA RESTRITA";"CONJUNTO CONTROLE ACESSO ÁREA RESTRITA, COMPONENTES FECHADURA POR ELETROÍMÃ E CARTÃO DE PROXIMIDADE, APLICAÇÃO SISTEMA DE SEGURANÇA E CONTROLE DE ACESSO, CARACTERÍSTICAS ADICIONAIS SINALIZAÇÃO SONORA";"5";"262,27"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300015";"ABRAÇADEIRA";"ABRAÇADEIRA, MATERIAL NÁILON, TIPO COM RANHURAS, AUTOTRAVANTE, APLICAÇÃO AMARRAÇÃO E FIXAÇÃO";"5";"47,47"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300017";"ABRAÇADEIRA";"ABRAÇADEIRA, MATERIAL METAL, TIPO 'U', APLICAÇÃO AMARRAÇÃO, DIÂMETRO AMARRAÇÃO 1/2 POL";"150";"0,59"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300081";"CHUVEIRO ELÉTRICO";"CHUVEIRO ELÉTRICO, MATERIAL TERMOPLÁSTICO, VARIAÇÕES TEMPERATURA ÁGUA 3, COR BRANCA, POTÊNCIA 5.500 W, TENSÃO OPERAÇÃO 110 V, CARACTERÍSTICAS ADICIONAIS MANGUEIRA E DUCHA MANUAL E SUPORTE PARA FIXAÇÃO";"4";"72,89"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300108";"DISJUNTOR BAIXA TENSÃO";"DISJUNTOR BAIXA TENSÃO, FUNCIONAMENTO TERMOMAGNÉTICO, NÚMERO PÓLOS 1, CORRENTE NOMINAL 25 A";"20";"13,90"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300084";"LUMINÁRIA";"LUMINÁRIA, MATERIAL CORPO ALUMÍNIO, TIPO LÂMPADA LED";"50";"17,58"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300044";"CABO ELÉTRICO ISOLADO";"CABO ELÉTRICO ISOLADO, MATERIAL CONDUTOR COBRE, SEÇÃO NOMINAL 10 MM2, TENSÃO ISOLAMENTO 750 V, MATERIAL ISOLAMENTO CONDUTOR PVC, CARACTERÍSTICAS ADICIONAIS PIRASTIC, APLICAÇÃO INSTALAÇÕES ELÉTRICAS, QUANTIDADE CONDUTORES 1";"50";"8,32"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300104";"DISJUNTOR BAIXA TENSÃO";"DISJUNTOR BAIXA TENSÃO, FUNCIONAMENTO TERMOMAGNÉTICO, NÚMERO PÓLOS 2, CORRENTE NOMINAL 32 A, TIPO MINI, CURVA DE DISPARO C";"20";"50,07"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300020";"ABRAÇADEIRA";"ABRAÇADEIRA, MATERIAL METAL GALVANIZADO, TIPO CUNHA, APLICAÇÃO FIXAÇÃO TUBOS E CANOS, DIÂMETRO AMARRAÇÃO 3/4 POL";"150";"2,07"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300014";"ABRAÇADEIRA";"ABRAÇADEIRA, MATERIAL NÁILON, TIPO COM RANHURAS, AUTOTRAVANTE, APLICAÇÃO AMARRAÇÃO E FIXAÇÃO";"5";"25,67"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300097";"LÂMPADA FLUORESCENTE COMPACTA";"LÂMPADA FLUORESCENTE COMPACTA, TIPO BASE EDSON-27, CARACTERÍSTICAS ADICIONAIS CLASSE 'A' SELO PROCEL, VIDA MÉDIA 6.000 H, POTÊNCIA NOMINAL 30 W, TENSÃO NOMINAL 127 V, INTENSIDADE LUMINOSA (DEPRECIAÇÃO MAX.15%) MÍNIMO POR WATT 65 LM";"50";"23,29"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300095";"LÂMPADA LED";"LÂMPADA LED, TENSÃO NOMINAL 110/220, POTÊNCIA NOMINAL 18 W, TIPO BASE G13, COR BRANCO NEUTRO, FLUXO LUMINOSO MÍN. 1800 LM, TEMPERATURA DE COR 4.000 K, ABERTURA FACHO 220°, FORMATO TUBULAR, COMPRIMENTO 1200 MM";"200";"24,97"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300106";"DISJUNTOR BAIXA TENSÃO";"DISJUNTOR BAIXA TENSÃO, NÚMERO PÓLOS 1, CORRENTE NOMINAL 16 A, TIPO MINI, TENSÃO NOMINAL 127/220 V";"20";"10,80"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300041";"CABO ELÉTRICO FLEXÍVEL";"CABO ELÉTRICO FLEXÍVEL, MATERIAL COBRE ELETROLÍTICO, REVESTIMENTO PVC- CLORETO DE POLIVINILA, TEMPERATURA 70 °C, TENSÃO ISOLAMENTO 750 V, COR PRETA, SEÇÃO NOMINAL CONDUTOR 10 MM2, BITOLA CONDUTOR 10 MM2, QUANTIDADE FIOS 1";"50";"8,10"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300021";"ELETRODUTO";"ELETRODUTO, MATERIAL METÁLICO, TIPO FLEXÍVEL SEALTUBE, BITOLA 1/2 POL";"50";"25,95"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300016";"ABRAÇADEIRA";"ABRAÇADEIRA, MATERIAL NÁILON, TIPO COM RANHURAS, AUTOTRAVANTE, APLICAÇÃO AMARRAÇÃO E FIXAÇÃO";"5";"29,19"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300083";"LUMINÁRIA";"LUMINÁRIA, MATERIAL CORPO ALUMÍNIO, TIPO LÂMPADA LED";"50";"21,65"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300103";"DISJUNTOR BAIXA TENSÃO";"DISJUNTOR BAIXA TENSÃO, CORRENTE NOMINAL 25 A, NÚMERO DE FASES BIFÁSICO, REFERÊNCIA SISTEMA N, CURVA DE DISPARO C";"20";"41,47"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300078";"MATERIAL BÁSICO: PVC - CLORETO DE POLIVINILA, COR: PRETA, COMPRIMENTO: 20, LARGURA: 19";"FITA ISOLANTE ELÉTRICA, MATERIAL BÁSICO PVC- CLORETO DE POLIVINILA, COR PRETA, COMPRIMENTO 20 M, LARGURA 19 MM";"12";"29,53"
"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"000242023";"1700850500012202300062";"CONECTOR";"CONECTOR, TIPO MACHO, APLICAÇÃO CABO DE REDE, CATEGORIA 6, PADRÃO RJ45";"200";"0,93"
